"title","content","date","variant","images","verified","author","rating","product","url" 
"Worth The $$$","I lost my AirPods and took it as a sign to upgrade to the pros and I love them. They’re so much more comfortable, louder, and overall better Quality.","29 Jun 2020","Style: AirPods","","Verified Purchase","Jackie","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_14?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=14"
"Sofine","Love it","29 Jun 2020","Style: AirPods","","Verified Purchase","Navij2121","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_14?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=14"
"Worth the $$","Received my AirPods PRO and I’m in love.  I’m really glad I decided to spend a little extra to get the PRO version.  The sound quality is amazing and I love that it senses when I take one out and stops the music— but then restarts automatically when placed back in the ear.  I will be honest that I was skeptical if these would stay in my ear for working out— but so far so good and they haven’t caused any pain or arching in my ear either which was the problem with my previous wireless earphones.","29 Jun 2020","Style: AirPods","https://images-na.ssl-images-amazon.com/images/I/61df9p9xOgL._SY88.jpg","Verified Purchase","EStew","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_14?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=14"
"Good but slips out of ear","AirPods Pro frequently slips out of my ear! Something that shouldn’t happen and it never happened with the original AirPods. Also, when noise cancelation is on, it feels like my ears are popping","29 Jun 2020","Style: AirPods","","Verified Purchase","Chaim","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_14?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=14"
"Toxic Smell Out of the Box","These AirPods gave off the most toxic, nauseating fumes out of the box. I googled to see if this was an issue and saw that some people said their AirPods Pro smelled like blueberries. A berry fragrance would have been fine but this was not it. I got a terrible headache from the odor when I tried on the AirPods. I even suspected it might have been counterfeit but I checked, and they appear to be legit. It functioned fine. I would have returned them but my husband was fine with the smell.","29 Jun 2020","Style: AirPods","","Verified Purchase","anithology","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_14?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=14"
"What could go wrong, DID!","First,  I've been using Amazon for 21 years (since '99! Wow!) and this is the first product I've ever given a negative review and the very first that I am returning. These things are terrible.  Seriously.  No really,  TERRIBLE! After a week,  the right ear piece stopped working.  It looked fully charged,  then seconds later it had 11%,  then jumped to 98%,  then to 13%, back and forth.  I left it in the case, thinking I needed to charge it again for whatever reason.  Next time I looked it was 100%,  still didn't work.  I tried lots of different things, nothing. Oh,  but the left ear piece DID work!  Well,  for another couple of days,  then it gave me the low power sound in the middle of my workout one morning,  I hadn't used them for 24 hours,  surely the charge in the case for 23 hours would be enough? Oh no...  that night I charged them up, and the next day I got the low power warning during the workout,  and this time they shut off.  Really. Oh hey,  but the right side had 100%,  oh but that's right,  that one doesn't work! Then I look at the percentage of the case...  it's dead.  It had charged all night the night before...  Now it's dead. Not.Even.Kidding. I am preparing my return package as I type this.  I don't want them to replace them,  I just want to get out of this AirPod PRO Hell. I will say something nice...  in the 3 times I was able to use them with both ears,  they were able to cancel out the noise around me.  So,  there's that. I had the original AirPods and gave them to my son (what was I thinking?),  they were way more reliable than this junk.  I am thoroughly disappointed in Apple.","29 Jun 2020","Style: AirPods","","Verified Purchase","Jill","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_14?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=14"
"Great sound!!!","N/a","29 Jun 2020","Style: AirPods","","Verified Purchase","J. Pierre","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_14?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=14"
"Nice","Using as head set Grey sound","29 Jun 2020","Style: AirPods","","Verified Purchase","Carlos L.","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_14?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=14"
"Decent NC, avoid non-Apple devices.","Noise cancellation is pretty decent, however the battery life could’ve been better. I also experienced Connectivity issues with non-Apple devices especially PC/Laptops. If you already have gen 1 or gen 2 AirPods or if you’re planning to use them with non-Apple devices I personally feel you can skip these.","29 Jun 2020","Style: AirPods","","Verified Purchase","Karan Palekar","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_14?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=14"
"Great For About 3 Months... And Then They Weren’t","They were great for about 3 months and then the noise cancelling stopped working. I switch the AirPods to noise cancellation mode but nothing happens, I can still hear everything around me as if it was just in Off mode. I expected more from a $250 product.","29 Jun 2020","Style: AirPods","","Verified Purchase","Quinten McCarter","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_15?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=15"
"Hear all around you while playing music","Brilliant New Design! Stays in the ear when jogging. Much better balance than the dangling ones and Bose. Let’s you hear surrounding sounds while playing music. Gives you a heads up for oncoming cars and trucks!","29 Jun 2020","Style: AirPods","","Verified Purchase","Jon","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_15?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=15"
"Amazing","I use AirPods daily, from meetings/calls to mowing the lawn. I used them for the first time yesterday forgetting they had noise cancelation and started my lawn mower and thought something was wrong with it because I could barely hear it. The AirPod pros are remarkable, very easy to connect, great sound and extremely comfortable to wear.","29 Jun 2020","Style: AirPods","https://images-na.ssl-images-amazon.com/images/I/61bFhor70FL._SY88.jpg","Verified Purchase","Andrew Boyd","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_15?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=15"
"AirPod Pros","Authentic product with all around amazing quality!","29 Jun 2020","Style: AirPods","https://images-na.ssl-images-amazon.com/images/I/71q2xGzByBL._SY88.jpg","Verified Purchase","Joe Gallo","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_15?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=15"
"beautiful","beautiful","29 Jun 2020","Style: AirPods","","Verified Purchase","glenn","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_15?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=15"
"Great noise canceling feature!","I bought this product for my husband. He absolutely love the earbuds. He said that even when mowing the lawn these earbud eliminate all noise. They are worth the price.","29 Jun 2020","Style: AirPods","","Verified Purchase","pokey","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_15?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=15"
"Great product","I was skeptical about these buds staying in my ears, but they do! And great sound quality.","29 Jun 2020","Style: AirPods","","Verified Purchase","PWing","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_15?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=15"
"Quality","I ended up going back to the regular AirPods. Had issues w two pairs that I received","29 Jun 2020","Style: AirPods","","Verified Purchase","Vicente Pascual","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_15?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=15"
"Noise cancellation is insane.","I didn’t expect for the noise cancellation to be this good.","29 Jun 2020","Style: AirPods","","Verified Purchase","Freddy","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_15?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=15"
"So far so good! Shipping was fast too!","I only got it today, so far  it sounded really good, ear tips on it were perfect for my ears, dont know how battery will be the whole day with me, i can charge it in between work i guess, sound is good but could still be better. So far really secured in my ear but im still buying a wire to keep it from falling off my ear and losing it.","29 Jun 2020","Style: AirPods","","Verified Purchase","veecee","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_15?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=15"
"Worth the Money","These are amazing!","28 Jun 2020","Style: AirPods","","Verified Purchase","Amazon Customer","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_17?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=17"
"Fall out of my ears","The noise cancellation on these is mediocre. My partner bought these for me to block out loud voices at work so that I can study. It doesn't work. It does cancel noise a little, but not enough to justify the expense. This technology needs to improve. The battery life on these is pretty good, but they seem to have lost battery life over the time that I have had them. Lastly, the thing that I like the least about these is even though I tried different sized ear pieces they still fall out of my ears if I smile or make expressions with my face.","28 Jun 2020","Style: AirPods","","Verified Purchase","Tamara Osborn","2.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_17?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=17"
"I don’t review Apple products","I have never reviewed an Apple product. In my humble opinion, their products should perform without fault as the price we pay for them is a premium. However, this product, I felt, performed far above the cost. I am absolutely blown away by the noise cancellation and sound quality. At this price point I feel these are a steal. Well done Apple.","28 Jun 2020","Style: AirPods","","Verified Purchase","Christopher Niel Caldwell","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_17?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=17"
"Good but needs improvement","The fit of these is a little strange. I usually use small ear tips but for these I had to use large so it wouldn't hurt the cartilage above my ear hole. The sound is great but noise cancelation could use some improvement. The right earphone drains battery faster and has a bit more difficulty connecting to the phone when I put it in my ear. Sometimes I have to put it back in the case then take it out again for it to connect properly. It has a few flaws but overall a good purchase for someone who doesn't want to deal with wires.","28 Jun 2020","Style: AirPods","","Verified Purchase","Laresa","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_17?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=17"
"AirPod perfection","Noise cancellation perfection. Loving the auto-register play music feature even when only one pod is put in. Also the auto-pause when one AirPod is taken out of ear. Overall super comfortable, sleek and happy with the quality!","28 Jun 2020","Style: AirPods","","Verified Purchase","Kurtis boer","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_17?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=17"
"Love it!","Thank you, I needed this for audio purposes and it came the following day!","28 Jun 2020","Style: AirPods","","Verified Purchase","Feona","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_17?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=17"
"Too expense for mediocrity","I guess I had higher expectations since they were so damn expensive. My main motivation was to use these while I verbally cued and physically demonstrated fitness via Zoom to keep a consistent, clear volume of my voice while I taught. Nope, this is not where these shine. My computer’s mic was more clear as these made my voice somewhat gravely. They don’t stay in my ears as efficiently as I had hoped-I definitely won’t use them during any HIIT classes and if I’m using them as noise cancellation, it’s a major fail. Yes, the battery life is amazing, if I’m just sitting, listening to music, yes, they’re great... but so are my old headphones at a fraction of the price.","28 Jun 2020","Style: AirPods","","Verified Purchase","Lydia Lunsford","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_17?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=17"
"Amazing — Replaced My Bose QC 35 Headphones","Magnificent. I had AirPods (non-Pro) and they had trouble detecting insertion into my right (but not left) ear from day one. These do not have that problem. And in both ears they attach to my iPhone Xs basically instantly upon ear insertion. No delay. It's amazing. I have no further need for my three-hundred-dollar Bose QuietComfort 35 over-ear headphones. None. These AirPods Pro are incredible.","28 Jun 2020","Style: AirPods","","Verified Purchase","Frequent Purchaser","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_17?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=17"
"doesn't fit comfortably, constantly falls out","It hurts in my ears if I smile and despite the three different ear tips, these do still do not fit well in my ears. The transparency and noise cancellation features are nice and work as expected but for more than $200 I expect them to not constantly fall out of my ears when I move or feel uncomfortable when moving my facial muscles. They fall out if I sweat a little, walk, if I smile too big, or even when I am sitting and talking - basically all the time. I even used the ear tip fit test on the iPhone to make sure I had the best fit along with trying all the other ear tips and they still don't stay in my ears well. Sound quality is very good but definitely not the best of the best. Overall disappointed in my purchase.","28 Jun 2020","Style: AirPods","","Verified Purchase","Veronica d.","2.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_17?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=17"
"No way!!!","These HURT my ears so bad after wearing them for only about 20 minutes that I had to return them so I can’t give a full review.  I had an earache for over 3 days because of them.","28 Jun 2020","Style: AirPods","","Verified Purchase","Frankie","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_17?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=17"
"Want another one, but way too much money","Awesome product - like magic!","28 Jun 2020","Style: AirPods","","Verified Purchase","Cjpearce","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_18?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=18"
"Quite Disappointed with the purchase","I am a huge fan of Apple, but I was not happy with the purchase. The extension looks a bit weird. I have added the pros and cons below. Maybe for other people it will be a perfect fit. Pros: 1. Amazing call quality 2. good battery life 3. Bluetooth connection was amazing Cons: 1. switching between devices is painful 2. I expected better sound quality 3. Fit; did not fit in ears perfectly After using for few days, I decided to return it as it was not up to my expectation. Thanks to Amazon’s amazing return policy.","27 Jun 2020","Style: AirPods","","Verified Purchase","Aowal","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_18?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=18"
"Not for audiophiles, but everyone else will be extremely satisfied.","I bought these for noise cancellation specifically and to see what a premium set of earbuds was offering. Noise cancellation is great, blocks out running air conditioning, background TV and a loud rotary fan. I wasn't aware of the transparency mode until I used them and read the manual. This feature took it from a great product to an amazing value. Noise cancellation offers me the isolation I want when I need it. Sometimes, you just need to be in your own world of quiet, Airpods Pro delivers on that. When I listen to my audiobooks, I want to be able to have someone ask me a question without needing to remove my earbuds, transparency mode also works really well for calming sounds like rainfall or a calming background music without making those sounds the only thing you hear. It offers the best of isolation from and integration with outside sounds with a long push of either stem. Works great for phone calls too, not much else to say about that.","27 Jun 2020","Style: AirPods","","Verified Purchase","Nicole","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_18?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=18"
"Love the AirPods but these don’t fit my ear","Love the concept and the noise cancellation is a little scary because you can’t hear nothing when you utilize this feature. So the sound of whatever you are listening to is on point.  But for this amount of cost, I expect the Pods to stay in place. I tried the three sizes offered and neither worked. Either too small or too large and the medium just was not secure enough.","27 Jun 2020","Style: AirPods","","","Valarie","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_18?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=18"
"Apple Got it right!!!","First, I had doubts because the first AirPods could not fit in my ear and I bought all the add-on you can buy and nothing. Apple finally got it right THANK YOU for considering customers who had trouble with your first version. Love them sound good although sound cancellation is good I have to tip my hat a little to Amazon ear buds they seem to have the notch on that one. Overall if you can get them I would highly recommend but if you want something for less the Amazon’s earbuds come definitely a must buy.","27 Jun 2020","Style: AirPods","","Verified Purchase","LuiS Ayuso","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_18?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=18"
